station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,gust_drct,gust_sknt,vis1_coeff,vis1_nd,vis2_coeff,vis2_nd,vis3_coeff,vis3_nd,ptype,precip,pres1,pres2,pres3
MAE,Madera,2023-01-11 01:00,55,42,4,180,166,6,0.053,D,M,M,M,M,NP,0.0,29.709,29.718,M
MAE,Madera,2023-01-11 02:00,53,43,10,238,226,13,0.694,N,M,M,M,M,R-,0.0,29.737,29.745,M
MAE,Madera,2023-01-11 03:00,50,44,3,75,76,4,0.05,N,M,M,M,M,NP,0.0,29.762,29.771,M
MAE,Madera,2023-01-11 04:00,51,43,5,64,59,5,0.061,N,M,M,M,M,NP,0.0,29.783,29.792,M
MAE,Madera,2023-01-11 05:00,49,43,6,87,90,7,0.051,N,M,M,M,M,NP,0.0,29.802,29.811,M
MAE,Madera,2023-01-11 06:00,50,44,8,93,88,9,0.05,N,M,M,M,M,NP,0.0,29.834,29.843,M
MAE,Madera,2023-01-11 07:00,49,44,9,102,102,11,0.052,N,M,M,M,M,NP,0.0,29.859,29.867,M
MAE,Madera,2023-01-11 08:00,48,44,8,102,102,9,0.054,N,M,M,M,M,NP,0.0,29.861,29.869,M
MAE,Madera,2023-01-11 09:00,48,44,8,107,106,10,0.054,N,M,M,M,M,NP,0.0,29.875,29.883,M
MAE,Madera,2023-01-11 10:00,49,43,10,107,111,11,0.054,N,M,M,M,M,NP,0.0,29.882,29.89,M
MAE,Madera,2023-01-11 11:00,49,43,10,114,117,11,0.05,N,M,M,M,M,NP,0.0,29.866,29.874,M
MAE,Madera,2023-01-11 12:00,49,43,9,108,110,10,0.05,N,M,M,M,M,NP,0.0,29.863,29.87,M
MAE,Madera,2023-01-11 13:00,48,43,6,103,105,7,0.054,N,M,M,M,M,NP,0.0,29.877,29.884,M
MAE,Madera,2023-01-11 14:00,49,42,6,100,100,7,0.05,N,M,M,M,M,NP,0.0,29.876,29.884,M
MAE,Madera,2023-01-11 15:00,48,42,6,107,110,7,0.05,N,M,M,M,M,NP,0.0,29.902,29.91,M
MAE,Madera,2023-01-11 16:00,49,42,6,130,138,7,0.05,D,M,M,M,M,NP,0.0,29.906,29.914,M
MAE,Madera,2023-01-11 17:00,50,42,7,136,134,8,0.05,D,M,M,M,M,NP,0.0,29.922,29.93,M
MAE,Madera,2023-01-11 18:00,53,40,13,133,129,14,0.05,D,M,M,M,M,NP,0.0,29.94,29.948,M
MAE,Madera,2023-01-11 19:00,55,43,13,134,131,18,0.056,D,M,M,M,M,NP,0.0,29.944,29.952,M
MAE,Madera,2023-01-11 20:00,56,41,16,130,129,18,0.05,D,M,M,M,M,NP,0.0,29.929,29.938,M
MAE,Madera,2023-01-11 21:00,56,43,13,138,147,15,0.053,D,M,M,M,M,NP,0.0,29.92,29.929,M
MAE,Madera,2023-01-11 22:00,54,46,10,150,159,13,0.484,D,M,M,M,M,R-,0.0,29.921,29.929,M
MAE,Madera,2023-01-11 23:00,54,47,8,128,124,10,0.164,D,M,M,M,M,R-,0.0,29.914,29.922,M
MAE,Madera,2023-01-12 00:00,55,45,11,104,114,13,0.057,D,M,M,M,M,NP,0.0,29.915,29.923,M
MAE,Madera,2023-01-12 01:00,55,45,12,106,110,14,0.052,N,M,M,M,M,NP,0.0,29.913,29.922,M
MAE,Madera,2023-01-12 02:00,54,44,11,105,109,13,0.121,N,M,M,M,M,R-,0.0,29.918,29.926,M
MAE,Madera,2023-01-12 03:00,55,46,11,104,114,14,0.07,N,M,M,M,M,?3,0.0,29.918,29.926,M
MAE,Madera,2023-01-12 04:00,54,47,6,106,105,7,0.053,N,M,M,M,M,NP,0.0,29.946,29.955,M
MAE,Madera,2023-01-12 05:00,54,45,8,100,101,9,0.05,N,M,M,M,M,NP,0.0,29.933,29.941,M
MAE,Madera,2023-01-12 06:00,52,45,6,99,99,7,0.05,N,M,M,M,M,NP,0.0,29.948,29.956,M
MAE,Madera,2023-01-12 07:00,52,44,6,128,129,7,0.05,N,M,M,M,M,NP,0.0,29.955,29.964,M
MAE,Madera,2023-01-12 08:00,52,44,7,106,111,8,0.05,N,M,M,M,M,NP,0.0,29.95,29.958,M
MAE,Madera,2023-01-12 09:00,50,43,7,113,112,7,0.05,N,M,M,M,M,NP,0.0,29.943,29.951,M
MAE,Madera,2023-01-12 10:00,48,43,6,97,100,7,0.053,N,M,M,M,M,NP,0.0,29.941,29.949,M
MAE,Madera,2023-01-12 11:00,48,43,6,104,104,6,0.05,N,M,M,M,M,NP,0.0,29.937,29.945,M
MAE,Madera,2023-01-12 12:00,47,42,7,109,108,7,0.05,N,M,M,M,M,NP,0.0,29.926,29.934,M
MAE,Madera,2023-01-12 13:00,48,42,6,103,104,6,0.05,N,M,M,M,M,NP,0.0,29.919,29.927,M
MAE,Madera,2023-01-12 14:00,48,42,5,90,87,6,0.05,N,M,M,M,M,NP,0.0,29.92,29.928,M
MAE,Madera,2023-01-12 15:00,47,42,6,101,101,7,0.05,N,M,M,M,M,NP,0.0,29.922,29.93,M
MAE,Madera,2023-01-12 16:00,50,44,8,115,113,9,0.05,D,M,M,M,M,NP,0.0,29.927,29.935,M
MAE,Madera,2023-01-12 17:00,53,46,10,120,126,12,0.05,D,M,M,M,M,NP,0.0,29.933,29.941,M
MAE,Madera,2023-01-12 18:00,57,45,10,133,143,11,0.05,D,M,M,M,M,NP,0.0,29.937,29.945,M
MAE,Madera,2023-01-12 19:00,60,43,9,147,139,9,0.05,D,M,M,M,M,NP,0.0,29.913,29.921,M
MAE,Madera,2023-01-12 20:00,61,46,7,153,133,9,0.05,D,M,M,M,M,NP,0.0,29.889,29.897,M
MAE,Madera,2023-01-12 21:00,63,47,6,156,153,7,0.05,D,M,M,M,M,NP,0.0,29.854,29.863,M
MAE,Madera,2023-01-12 22:00,64,46,7,140,156,8,0.05,D,M,M,M,M,NP,0.0,29.837,29.845,M
MAE,Madera,2023-01-12 23:00,64,47,8,136,139,9,0.05,D,M,M,M,M,NP,0.0,29.83,29.839,M
MAE,Madera,2023-01-13 00:00,63,47,8,133,135,8,0.05,D,M,M,M,M,NP,0.0,29.814,29.823,M
MAE,Madera,2023-01-13 01:00,59,47,5,134,141,7,0.05,D,M,M,M,M,NP,0.0,29.815,29.823,M
MAE,Madera,2023-01-13 02:00,57,48,6,128,130,7,0.05,N,M,M,M,M,NP,0.0,29.822,29.83,M
MAE,Madera,2023-01-13 03:00,54,47,5,91,90,6,0.069,N,M,M,M,M,NP,0.0,29.839,29.847,M
MAE,Madera,2023-01-13 04:00,55,48,7,89,91,8,0.06,N,M,M,M,M,NP,0.0,29.856,29.864,M
MAE,Madera,2023-01-13 05:00,57,47,9,81,76,10,0.05,N,M,M,M,M,NP,0.0,29.843,29.851,M
MAE,Madera,2023-01-13 06:00,55,47,7,84,83,8,0.05,N,M,M,M,M,NP,0.0,29.859,29.867,M
MAE,Madera,2023-01-13 07:00,57,48,10,103,105,11,0.05,N,M,M,M,M,NP,0.0,29.851,29.859,M
MAE,Madera,2023-01-13 08:00,56,47,6,97,96,6,0.05,N,M,M,M,M,NP,0.0,29.835,29.843,M
MAE,Madera,2023-01-13 09:00,56,47,8,115,113,9,0.05,N,M,M,M,M,NP,0.0,29.823,29.831,M
MAE,Madera,2023-01-13 10:00,57,46,7,124,124,8,0.05,N,M,M,M,M,NP,0.0,29.813,29.822,M
MAE,Madera,2023-01-13 11:00,56,44,8,145,145,10,0.05,N,M,M,M,M,NP,0.0,29.803,29.811,M
MAE,Madera,2023-01-13 12:00,55,42,8,120,123,10,0.05,N,M,M,M,M,NP,0.0,29.784,29.792,M
MAE,Madera,2023-01-13 13:00,54,43,7,83,88,8,0.05,N,M,M,M,M,NP,0.0,29.782,29.79,M
MAE,Madera,2023-01-13 14:00,55,42,12,110,113,14,0.05,N,M,M,M,M,NP,0.0,29.771,29.779,M
MAE,Madera,2023-01-13 15:00,55,42,9,103,101,11,0.05,N,M,M,M,M,NP,0.0,29.776,29.784,M
MAE,Madera,2023-01-13 16:00,54,43,8,130,133,10,0.05,D,M,M,M,M,NP,0.0,29.779,29.787,M
MAE,Madera,2023-01-13 17:00,54,45,7,115,116,8,0.05,D,M,M,M,M,NP,0.0,29.807,29.815,M
MAE,Madera,2023-01-13 18:00,57,45,10,125,128,11,0.05,D,M,M,M,M,NP,0.0,29.801,29.809,M
MAE,Madera,2023-01-13 19:00,61,44,7,171,168,8,0.05,D,M,M,M,M,NP,0.0,29.804,29.812,M
MAE,Madera,2023-01-13 20:00,61,43,11,180,173,17,0.05,D,M,M,M,M,NP,0.0,29.809,29.817,M
MAE,Madera,2023-01-13 21:00,58,52,11,130,126,15,0.05,D,M,M,M,M,NP,0.0,29.788,29.796,M
MAE,Madera,2023-01-13 22:00,61,52,11,121,123,13,0.05,D,M,M,M,M,NP,0.0,29.763,29.771,M
MAE,Madera,2023-01-13 23:00,62,50,13,112,113,17,0.05,D,M,M,M,M,NP,0.0,29.775,29.783,M
MAE,Madera,2023-01-14 00:00,62,50,13,129,127,14,0.05,D,M,M,M,M,NP,0.0,29.778,29.786,M
MAE,Madera,2023-01-14 01:00,60,50,11,121,125,13,0.05,D,M,M,M,M,NP,0.0,29.773,29.781,M
MAE,Madera,2023-01-14 02:00,59,49,12,121,120,15,0.05,N,M,M,M,M,NP,0.0,29.778,29.786,M
MAE,Madera,2023-01-14 03:00,57,49,9,105,101,11,0.05,N,M,M,M,M,NP,0.0,29.779,29.787,M
MAE,Madera,2023-01-14 04:00,56,49,8,104,105,9,0.05,N,M,M,M,M,NP,0.0,29.777,29.786,M
MAE,Madera,2023-01-14 05:00,56,49,8,127,126,9,0.05,N,M,M,M,M,NP,0.0,29.779,29.787,M
MAE,Madera,2023-01-14 06:00,56,49,9,116,122,11,0.05,N,M,M,M,M,NP,0.0,29.781,29.789,M
MAE,Madera,2023-01-14 07:00,56,49,8,104,108,9,0.063,N,M,M,M,M,NP,0.0,29.769,29.777,M
MAE,Madera,2023-01-14 08:00,54,49,8,109,115,9,0.054,N,M,M,M,M,NP,0.0,29.752,29.76,M
MAE,Madera,2023-01-14 09:00,55,49,5,109,111,6,0.05,N,M,M,M,M,NP,0.0,29.717,29.725,M
MAE,Madera,2023-01-14 10:00,56,49,5,140,139,7,0.052,N,M,M,M,M,NP,0.0,29.702,29.71,M
MAE,Madera,2023-01-14 11:00,55,50,10,127,128,12,0.318,N,M,M,M,M,R-,0.0,29.676,29.684,M
MAE,Madera,2023-01-14 12:00,55,49,9,138,137,10,0.094,N,M,M,M,M,R-,0.0,29.643,29.651,M
MAE,Madera,2023-01-14 13:00,54,50,10,131,136,12,0.235,N,M,M,M,M,R-,0.0,29.62,29.628,M
MAE,Madera,2023-01-14 14:00,53,49,11,130,130,12,0.195,N,M,M,M,M,R-,0.0,29.616,29.624,M
MAE,Madera,2023-01-14 15:00,53,49,13,124,123,14,0.218,N,M,M,M,M,R-,0.0,29.585,29.593,M
MAE,Madera,2023-01-14 16:00,53,49,13,113,105,15,0.371,D,M,M,M,M,R-,0.0,29.567,29.575,M
MAE,Madera,2023-01-14 17:00,52,49,17,111,109,19,0.453,D,M,M,M,M,R-,0.0,29.556,29.564,M
MAE,Madera,2023-01-14 18:00,53,50,17,118,116,21,0.658,D,M,M,M,M,R ,0.0,29.554,29.562,M
MAE,Madera,2023-01-14 19:00,53,50,21,127,127,27,1.002,D,M,M,M,M,R ,0.0,29.537,29.545,M
MAE,Madera,2023-01-14 20:00,53,51,17,121,119,21,0.05,D,M,M,M,M,?2,0.0,29.474,29.482,M
MAE,Madera,2023-01-14 21:00,56,52,15,132,127,18,0.209,D,M,M,M,M,NP,0.0,29.451,29.46,M
MAE,Madera,2023-01-14 22:00,57,52,6,165,170,9,0.05,D,M,M,M,M,NP,0.0,29.444,29.452,M
MAE,Madera,2023-01-14 23:00,56,51,13,152,149,16,0.05,D,M,M,M,M,NP,0.0,29.445,29.453,M
MAE,Madera,2023-01-15 00:00,56,51,10,127,122,14,0.05,D,M,M,M,M,NP,0.0,29.434,29.443,M
MAE,Madera,2023-01-15 01:00,55,51,11,137,138,13,0.05,D,M,M,M,M,NP,0.0,29.445,29.453,M
MAE,Madera,2023-01-15 02:00,54,51,10,144,138,13,0.05,N,M,M,M,M,NP,0.0,29.431,29.439,M
MAE,Madera,2023-01-15 03:00,55,51,11,155,158,13,0.05,N,M,M,M,M,NP,0.0,29.417,29.426,M
MAE,Madera,2023-01-15 04:00,54,51,8,152,148,11,0.054,N,M,M,M,M,NP,0.0,29.42,29.429,M
MAE,Madera,2023-01-15 05:00,53,51,4,241,241,5,0.086,N,M,M,M,M,NP,0.0,29.429,29.437,M
MAE,Madera,2023-01-15 06:00,52,49,5,296,299,7,0.605,N,M,M,M,M,R ,0.0,29.449,29.457,M
MAE,Madera,2023-01-15 07:00,51,48,2,275,271,2,0.062,N,M,M,M,M,NP,0.0,29.454,29.463,M
MAE,Madera,2023-01-15 08:00,50,48,4,30,25,4,0.08,N,M,M,M,M,NP,0.0,29.47,29.479,M
MAE,Madera,2023-01-15 09:00,51,48,3,347,332,3,0.601,N,M,M,M,M,R-,0.0,29.487,29.496,M
MAE,Madera,2023-01-15 10:00,50,46,4,227,222,5,0.117,N,M,M,M,M,R-,0.0,29.499,29.507,M
MAE,Madera,2023-01-15 11:00,49,46,2,228,236,3,0.05,N,M,M,M,M,NP,0.0,29.507,29.515,M
MAE,Madera,2023-01-15 12:00,48,44,3,66,64,3,0.05,N,M,M,M,M,NP,0.0,29.519,29.527,M
MAE,Madera,2023-01-15 13:00,48,45,4,74,79,4,0.064,N,M,M,M,M,NP,0.0,29.515,29.523,M
MAE,Madera,2023-01-15 14:00,47,45,3,108,114,3,0.08,N,M,M,M,M,NP,0.0,29.527,29.535,M
MAE,Madera,2023-01-15 15:00,47,45,5,115,114,7,0.072,N,M,M,M,M,NP,0.0,29.537,29.545,M
MAE,Madera,2023-01-15 16:00,48,45,6,132,131,7,0.053,D,M,M,M,M,NP,0.0,29.557,29.566,M
MAE,Madera,2023-01-15 17:00,49,46,6,127,129,7,0.093,D,M,M,M,M,NP,0.0,29.574,29.583,M
MAE,Madera,2023-01-15 18:00,50,46,9,141,140,11,0.057,D,M,M,M,M,NP,0.0,29.578,29.587,M
MAE,Madera,2023-01-15 19:00,51,46,8,131,131,9,0.05,D,M,M,M,M,NP,0.0,29.571,29.579,M
MAE,Madera,2023-01-15 20:00,53,46,9,125,126,12,0.05,D,M,M,M,M,NP,0.0,29.538,29.547,M
MAE,Madera,2023-01-15 21:00,54,45,10,134,143,10,0.05,D,M,M,M,M,NP,0.0,29.509,29.517,M
MAE,Madera,2023-01-15 22:00,53,45,10,124,127,11,0.062,D,M,M,M,M,NP,0.0,29.49,29.499,M
MAE,Madera,2023-01-15 23:00,53,46,7,120,131,9,0.05,D,M,M,M,M,NP,0.0,29.481,29.489,M
MAE,Madera,2023-01-16 00:00,53,47,8,138,139,10,0.084,D,M,M,M,M,?2,0.0,29.486,29.495,M
MAE,Madera,2023-01-16 01:00,51,45,12,167,169,17,0.066,D,M,M,M,M,NP,0.0,29.446,29.454,M
MAE,Madera,2023-01-16 02:00,51,43,8,142,146,9,0.05,N,M,M,M,M,NP,0.0,29.435,29.443,M
MAE,Madera,2023-01-16 03:00,50,43,12,138,132,15,0.063,N,M,M,M,M,R-,0.0,29.401,29.41,M
MAE,Madera,2023-01-16 04:00,49,43,13,154,156,16,0.21,N,M,M,M,M,R-,0.0,29.394,29.403,M
MAE,Madera,2023-01-16 05:00,48,45,12,149,151,16,0.213,N,M,M,M,M,R-,0.0,29.379,29.387,M
MAE,Madera,2023-01-16 06:00,48,45,15,112,115,18,0.385,N,M,M,M,M,R-,0.0,29.311,29.319,M
MAE,Madera,2023-01-16 07:00,48,44,17,115,120,20,0.05,N,M,M,M,M,NP,0.0,29.269,29.277,M
MAE,Madera,2023-01-16 08:00,49,44,14,129,133,16,0.059,N,M,M,M,M,?2,0.0,29.243,29.251,M
MAE,Madera,2023-01-16 09:00,49,43,11,114,122,16,0.05,N,M,M,M,M,NP,0.0,29.196,29.204,M
MAE,Madera,2023-01-16 10:00,52,43,17,121,123,21,0.05,N,M,M,M,M,NP,0.0,29.162,29.17,M
MAE,Madera,2023-01-16 11:00,53,44,15,126,127,23,0.05,N,M,M,M,M,NP,0.0,29.131,29.139,M
MAE,Madera,2023-01-16 12:00,56,45,17,129,122,22,0.05,N,M,M,M,M,NP,0.0,29.106,29.114,M
MAE,Madera,2023-01-16 13:00,57,46,25,135,138,33,0.05,N,M,M,M,M,NP,0.0,29.074,29.082,M
MAE,Madera,2023-01-16 14:00,53,48,21,206,219,32,0.05,N,M,M,M,M,NP,0.0,29.123,29.131,M
MAE,Madera,2023-01-16 15:00,46,42,15,277,276,23,0.05,N,M,M,M,M,S-,0.0,29.262,29.27,M
MAE,Madera,2023-01-16 16:00,45,41,13,265,255,15,0.104,D,M,M,M,M,P ,0.0,29.345,29.353,M
MAE,Madera,2023-01-16 17:00,46,41,6,248,255,6,0.16,D,M,M,M,M,R-,0.0,29.417,29.425,M
MAE,Madera,2023-01-16 18:00,47,42,2,122,120,2,0.05,D,M,M,M,M,NP,0.0,29.464,29.473,M
MAE,Madera,2023-01-16 19:00,50,42,5,143,160,6,0.05,D,M,M,M,M,?1,0.0,29.495,29.504,M
MAE,Madera,2023-01-16 20:00,51,44,11,105,109,12,0.05,D,M,M,M,M,?0,0.0,29.487,29.496,M
MAE,Madera,2023-01-16 21:00,49,43,14,97,96,16,0.05,D,M,M,M,M,?0,0.0,29.481,29.49,M
MAE,Madera,2023-01-16 22:00,49,44,12,112,108,14,0.05,D,M,M,M,M,?0,0.0,29.481,29.49,M
MAE,Madera,2023-01-16 23:00,49,44,8,112,115,10,0.115,D,M,M,M,M,?1,0.0,29.491,29.499,M
MAE,Madera,2023-01-17 00:00,48,44,8,109,107,9,0.621,D,M,M,M,M,R-,0.0,29.507,29.516,M
MAE,Madera,2023-01-17 01:00,46,42,14,356,359,14,0.434,N,M,M,M,M,R-,0.0,29.533,29.542,M
MAE,Madera,2023-01-17 02:00,46,41,6,83,80,7,0.05,N,M,M,M,M,NP,0.0,29.526,29.534,M
MAE,Madera,2023-01-17 03:00,46,42,2,171,148,4,0.05,N,M,M,M,M,NP,0.0,29.552,29.561,M
MAE,Madera,2023-01-17 04:00,44,41,4,134,133,5,0.05,N,M,M,M,M,NP,0.0,29.56,29.569,M
MAE,Madera,2023-01-17 05:00,42,40,2,74,69,2,0.082,N,M,M,M,M,NP,0.0,29.581,29.589,M
MAE,Madera,2023-01-17 06:00,44,41,3,65,61,4,0.094,N,M,M,M,M,NP,0.0,29.599,29.608,M
MAE,Madera,2023-01-17 07:00,42,40,3,102,104,4,0.05,N,M,M,M,M,NP,0.0,29.612,29.62,M
MAE,Madera,2023-01-17 08:00,43,40,2,97,90,3,0.073,N,M,M,M,M,NP,0.0,29.615,29.624,M
MAE,Madera,2023-01-17 09:00,42,39,4,71,73,4,0.05,N,M,M,M,M,NP,0.0,29.613,29.621,M
MAE,Madera,2023-01-17 10:00,41,39,2,74,65,2,0.084,N,M,M,M,M,NP,0.0,29.624,29.632,M
MAE,Madera,2023-01-17 11:00,42,39,2,59,54,2,0.062,N,M,M,M,M,NP,0.0,29.628,29.636,M
MAE,Madera,2023-01-17 12:00,41,39,3,94,94,3,0.094,N,M,M,M,M,NP,0.0,29.628,29.636,M
MAE,Madera,2023-01-17 13:00,43,40,1,52,35,1,0.05,N,M,M,M,M,NP,0.0,29.645,29.652,M
MAE,Madera,2023-01-17 14:00,43,40,4,71,73,4,0.056,N,M,M,M,M,NP,0.0,29.655,29.662,M
MAE,Madera,2023-01-17 15:00,43,40,1,62,68,2,0.059,N,M,M,M,M,NP,0.0,29.677,29.684,M
MAE,Madera,2023-01-17 16:00,43,41,1,225,232,2,0.098,D,M,M,M,M,NP,0.0,29.692,29.7,M
MAE,Madera,2023-01-17 17:00,45,42,4,250,248,4,0.092,D,M,M,M,M,NP,0.0,29.724,29.732,M
MAE,Madera,2023-01-17 18:00,46,43,4,234,246,5,0.206,D,M,M,M,M,NP,0.0,29.741,29.749,M
MAE,Madera,2023-01-17 19:00,50,45,3,242,252,5,0.107,D,M,M,M,M,NP,0.0,29.744,29.752,M
MAE,Madera,2023-01-17 20:00,50,42,3,326,322,4,0.07,D,M,M,M,M,NP,0.0,29.731,29.739,M
MAE,Madera,2023-01-17 21:00,51,44,4,331,340,5,0.097,D,M,M,M,M,NP,0.0,29.72,29.728,M
MAE,Madera,2023-01-17 22:00,51,42,7,338,328,7,0.052,D,M,M,M,M,NP,0.0,29.719,29.728,M
MAE,Madera,2023-01-17 23:00,51,43,8,311,319,10,0.096,D,M,M,M,M,NP,0.0,29.734,29.742,M
MAE,Madera,2023-01-18 00:00,52,41,7,334,335,9,0.05,D,M,M,M,M,NP,0.0,29.743,29.752,M
MAE,Madera,2023-01-18 01:00,49,41,3,318,317,3,0.052,D,M,M,M,M,NP,0.0,29.757,29.765,M
MAE,Madera,2023-01-18 02:00,46,40,3,295,295,4,0.056,N,M,M,M,M,NP,0.0,29.775,29.783,M
MAE,Madera,2023-01-18 03:00,44,40,1,211,199,1,0.09,N,M,M,M,M,NP,0.0,29.795,29.804,M
MAE,Madera,2023-01-18 04:00,44,40,2,66,57,3,0.111,N,M,M,M,M,NP,0.0,29.799,29.808,M
MAE,Madera,2023-01-18 05:00,40,38,2,232,237,2,0.188,N,M,M,M,M,NP,0.0,29.821,29.829,M
MAE,Madera,2023-01-18 06:00,40,37,1,170,212,1,0.284,N,M,M,M,M,NP,0.0,29.827,29.835,M
MAE,Madera,2023-01-18 07:00,38,36,2,165,164,2,0.566,N,M,M,M,M,NP,0.0,29.836,29.844,M
MAE,Madera,2023-01-18 08:00,38,36,2,230,228,2,0.591,N,M,M,M,M,NP,0.0,29.84,29.848,M
MAE,Madera,2023-01-18 09:00,39,37,3,57,57,3,0.49,N,M,M,M,M,NP,0.0,29.842,29.85,M
MAE,Madera,2023-01-18 10:00,39,37,3,100,99,4,0.577,N,M,M,M,M,NP,0.0,29.855,29.863,M
MAE,Madera,2023-01-18 11:00,37,36,3,101,102,3,0.642,N,M,M,M,M,NP,0.0,29.866,29.874,M
MAE,Madera,2023-01-18 12:00,38,36,4,91,90,4,0.487,N,M,M,M,M,NP,0.0,29.874,29.881,M
MAE,Madera,2023-01-18 13:00,38,36,5,99,101,6,0.218,N,M,M,M,M,NP,0.0,29.883,29.89,M
MAE,Madera,2023-01-18 14:00,36,34,5,101,103,6,0.17,N,M,M,M,M,NP,0.0,29.895,29.902,M
MAE,Madera,2023-01-18 15:00,38,35,5,104,104,6,0.08,N,M,M,M,M,NP,0.0,29.908,29.915,M
MAE,Madera,2023-01-18 16:00,39,37,4,111,110,4,0.069,D,M,M,M,M,NP,0.0,29.93,29.938,M
MAE,Madera,2023-01-18 17:00,44,38,4,114,110,6,0.05,D,M,M,M,M,NP,0.0,29.948,29.956,M
MAE,Madera,2023-01-18 18:00,48,40,4,98,96,5,0.057,D,M,M,M,M,NP,0.0,29.964,29.972,M
MAE,Madera,2023-01-18 19:00,51,42,5,125,130,7,0.069,D,M,M,M,M,NP,0.0,29.961,29.969,M
MAE,Madera,2023-01-18 20:00,52,42,5,134,135,5,0.063,D,M,M,M,M,NP,0.0,29.947,29.955,M
MAE,Madera,2023-01-18 21:00,53,42,5,82,82,6,0.066,D,M,M,M,M,NP,0.0,29.929,29.938,M
MAE,Madera,2023-01-18 22:00,55,41,4,100,119,6,0.068,D,M,M,M,M,NP,0.0,29.912,29.921,M
MAE,Madera,2023-01-18 23:00,55,42,6,139,170,7,0.061,D,M,M,M,M,NP,0.0,29.892,29.901,M
MAE,Madera,2023-01-19 00:00,53,41,3,194,206,4,0.05,D,M,M,M,M,NP,0.0,29.892,29.901,M
MAE,Madera,2023-01-19 01:00,53,40,3,236,238,3,0.059,D,M,M,M,M,NP,0.0,29.905,29.913,M
MAE,Madera,2023-01-19 02:00,48,42,2,141,141,3,0.074,N,M,M,M,M,NP,0.0,29.896,29.905,M
MAE,Madera,2023-01-19 03:00,47,41,3,104,104,4,0.103,N,M,M,M,M,NP,0.0,29.899,29.907,M
MAE,Madera,2023-01-19 04:00,45,40,2,68,75,2,0.191,N,M,M,M,M,NP,0.0,29.898,29.906,M
MAE,Madera,2023-01-19 05:00,47,41,3,100,105,3,0.19,N,M,M,M,M,NP,0.0,29.903,29.912,M
MAE,Madera,2023-01-19 06:00,47,42,3,90,89,4,0.176,N,M,M,M,M,NP,0.0,29.909,29.918,M
MAE,Madera,2023-01-19 07:00,46,42,4,105,111,5,0.219,N,M,M,M,M,NP,0.0,29.91,29.918,M
MAE,Madera,2023-01-19 08:00,46,42,1,142,144,1,0.156,N,M,M,M,M,NP,0.0,29.917,29.925,M
MAE,Madera,2023-01-19 09:00,46,42,5,112,112,5,0.13,N,M,M,M,M,NP,0.0,29.909,29.917,M
MAE,Madera,2023-01-19 10:00,47,42,6,116,113,7,0.192,N,M,M,M,M,R-,0.0,29.902,29.909,M
MAE,Madera,2023-01-19 11:00,47,42,6,105,112,7,0.206,N,M,M,M,M,?2,0.0,29.886,29.893,M
MAE,Madera,2023-01-19 12:00,47,42,8,94,91,10,0.144,N,M,M,M,M,NP,0.0,29.875,29.883,M
MAE,Madera,2023-01-19 13:00,47,42,2,100,96,3,0.291,N,M,M,M,M,R-,0.0,29.88,29.888,M
MAE,Madera,2023-01-19 14:00,46,43,6,321,314,7,0.542,N,M,M,M,M,R-,0.0,29.892,29.9,M
MAE,Madera,2023-01-19 15:00,45,42,4,280,279,4,0.922,N,M,M,M,M,NP,0.0,29.892,29.9,M
MAE,Madera,2023-01-19 16:00,46,44,3,317,321,4,0.906,D,M,M,M,M,NP,0.0,29.903,29.911,M
MAE,Madera,2023-01-19 17:00,48,44,6,316,311,7,0.222,D,M,M,M,M,NP,0.0,29.913,29.921,M
MAE,Madera,2023-01-19 18:00,48,44,8,319,323,11,0.183,D,M,M,M,M,NP,0.02,29.925,29.933,M
MAE,Madera,2023-01-19 19:00,49,44,10,304,306,10,0.137,D,M,M,M,M,NP,0.0,29.916,29.924,M
MAE,Madera,2023-01-19 20:00,52,42,10,297,283,12,0.05,D,M,M,M,M,NP,0.0,29.888,29.897,M
MAE,Madera,2023-01-19 21:00,54,42,11,314,324,11,0.05,D,M,M,M,M,NP,0.0,29.872,29.88,M
MAE,Madera,2023-01-19 22:00,52,42,11,321,324,15,0.063,D,M,M,M,M,NP,0.0,29.865,29.873,M
MAE,Madera,2023-01-19 23:00,51,42,11,299,293,16,0.071,D,M,M,M,M,NP,0.0,29.872,29.88,M
MAE,Madera,2023-01-20 00:00,50,41,12,300,298,14,0.065,D,M,M,M,M,NP,0.0,29.884,29.892,M
MAE,Madera,2023-01-20 01:00,48,40,12,292,309,14,0.085,D,M,M,M,M,NP,0.0,29.884,29.892,M
MAE,Madera,2023-01-20 02:00,47,40,9,292,287,10,0.083,N,M,M,M,M,NP,0.0,29.899,29.907,M
MAE,Madera,2023-01-20 03:00,44,40,5,279,296,7,0.114,N,M,M,M,M,NP,0.0,29.901,29.91,M
MAE,Madera,2023-01-20 04:00,45,41,6,258,249,7,0.09,N,M,M,M,M,NP,0.0,29.898,29.907,M
MAE,Madera,2023-01-20 05:00,45,40,8,266,268,10,0.05,N,M,M,M,M,NP,0.0,29.906,29.915,M
MAE,Madera,2023-01-20 06:00,45,38,7,265,264,9,0.05,N,M,M,M,M,NP,0.0,29.91,29.918,M
MAE,Madera,2023-01-20 07:00,41,36,4,270,272,4,0.05,N,M,M,M,M,NP,0.0,29.919,29.927,M
MAE,Madera,2023-01-20 08:00,40,36,2,229,240,2,0.05,N,M,M,M,M,NP,0.0,29.923,29.931,M
